Tournament,Date,Surface,player_0,Higher_rank,player_1,Lower_rank,result,player_0_match_win_ratio_hard,player_1_match_win_ratio_hard,player_0_match_win_ratio_ao,player_1_match_win_ratio_ao,player_0_match_win_ratio_last_year,player_1_match_win_ratio_last_year,player_0_match_win_ratio_last_year_hard,player_1_match_win_ratio_last_year_hard,player_0_set_win_ratio_last_year_hard,player_1_set_win_ratio_last_year_hard,player_0_match_win_ratio_hh,player_0_match_win_ratio_hh_hard,player_0_set_win_ratio_hh_hard,player_0_match_win_ratio_hh_ao,player_0_match_win_ratio_hh_last_year,player_0_set_win_ratio_hh_last_year,player_0_match_win_ratio_hh_last_year_hard,player_0_set_win_ratio_hh_last_year_hard,diff_match_win_ratio_hard,diff_match_win_ratio_ao,diff_match_win_ratio_last_year,diff_match_win_ratio_last_year_hard,diff_set_win_ratio_last_year_hard
Australian Open,2010/01/19,Hard,Isner J.,28.0,Seppi A.,49.0,1,0.6512820512820513,0.4806201550387597,0.6190476190476191,0.6428571428571429,0.6304347826086957,0.425,0.6,0.5384615384615384,0.5979381443298969,0.5,0.75,1.0,0.7142857142857143,1.0,0.6,0.6,0.6,0.6,0.5853309481216458,0.4880952380952381,0.6027173913043479,0.5307692307692308,0.5489690721649485
Australian Open,2010/01/19,Hard,Sela D.,41.0,Sergeyev I.,209.0,0,0.4306569343065693,0.5,0.35714285714285715,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.25,0.0,0.6,0.6,0.6,0.6,0.4653284671532847,0.4285714285714286,0.5,0.5,0.5
Australian Open,2010/01/19,Hard,Monfils G.,12.0,Ebden M.,251.0,1,0.6996699669966997,0.36585365853658536,0.6666666666666666,0.3333333333333333,0.6851851851851852,0.25,0.7317073170731707,0.2727272727272727,0.6481481481481481,0.3448275862068966,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6669081542300572,0.6666666666666666,0.7175925925925926,0.729490022172949,0.6516602809706258
Australian Open,2010/01/19,Hard,Lopez F.,46.0,Cuevas P.,48.0,1,0.5072992700729927,0.3888888888888889,0.5652173913043478,0.3,0.48,0.46511627906976744,0.4666666666666667,0.25,0.46511627906976744,0.375,1.0,1.0,0.8333333333333334,1.0,0.6,0.6,0.6,0.6,0.5592051905920519,0.6326086956521739,0.5074418604651163,0.6083333333333334,0.5450581395348837
Australian Open,2010/01/19,Hard,Nieminen J.,132.0,Lindahl N.,235.0,1,0.5146198830409356,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.5073099415204678,0.5,0.5,0.5,0.5
Australian Open,2010/01/19,Hard,Cilic M.,14.0,Santoro F.,67.0,1,0.6445086705202312,0.5,0.7333333333333333,0.5,0.5365853658536586,0.5,0.5357142857142857,0.5,0.5466666666666666,0.5,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.5722543352601156,0.6166666666666667,0.5182926829268293,0.5178571428571428,0.5233333333333333
Australian Open,2010/01/19,Hard,Querrey S.,29.0,Schuettler R.,107.0,0,0.541095890410959,0.2857142857142857,0.4375,0.5,0.5641025641025641,0.5,0.44,0.5,0.4603174603174603,0.5,0.75,0.5,0.42857142857142855,0.0,0.6,0.6,0.6,0.6,0.6276908023483366,0.46875,0.532051282051282,0.47,0.4801587301587301
Australian Open,2010/01/19,Hard,Wawrinka S.,19.0,Garcia-Lopez G.,44.0,1,0.6730158730158731,0.41545893719806765,0.7567567567567568,0.4117647058823529,0.62,0.375,0.6363636363636364,0.4166666666666667,0.6022727272727273,0.35714285714285715,0.6666666666666666,1.0,0.8333333333333334,1.0,0.6,0.6,0.6,0.6,0.6287784679089027,0.6724960254372019,0.6225,0.6098484848484849,0.622564935064935
Australian Open,2010/01/19,Hard,Acasuso J.,51.0,Kunitsyn I.,100.0,0,0.5,0.2962962962962963,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.25,0.0,0.6,0.6,0.6,0.6,0.6018518518518519,0.5,0.5,0.5,0.5
Australian Open,2010/01/19,Hard,Davydenko N.,6.0,Kindlmann D.,175.0,1,0.5899280575539568,0.5,0.5454545454545454,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.5449640287769784,0.5227272727272727,0.5,0.5,0.5
Australian Open,2010/01/19,Hard,Ilhan M.,154.0,Grosjean S.,564.0,1,0.20588235294117646,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.3529411764705882,0.5,0.5,0.5,0.5
Australian Open,2010/01/19,Hard,Benneteau J.,43.0,Guez D.,133.0,1,0.5297029702970297,0.0,0.5333333333333333,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.75,1.0,0.6,0.6,0.6,0.6,0.7648514851485149,0.5166666666666666,0.5,0.5,0.5
Australian Open,2010/01/19,Hard,Mayer L.,69.0,Lacko L.,75.0,0,0.4098360655737705,0.3945578231292517,0.3076923076923077,0.5,0.48484848484848486,0.5,0.5454545454545454,0.5,0.5161290322580645,0.5,0.0,0.0,0.0,0.0,0.6,0.6,0.6,0.6,0.5076391212222594,0.40384615384615385,0.49242424242424243,0.5227272727272727,0.5080645161290323
Australian Open,2010/01/19,Hard,Melzer J.,27.0,Serra F.,64.0,0,0.5,0.2978723404255319,0.45454545454545453,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.4,0.0,0.6,0.6,0.6,0.6,0.601063829787234,0.4772727272727273,0.5,0.5,0.5
Australian Open,2010/01/19,Hard,Bellucci T.,35.0,Gabashvili T.,102.0,1,0.3902439024390244,0.32653061224489793,0.3333333333333333,0.2857142857142857,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.8333333333333334,1.0,0.6,0.6,0.6,0.6,0.5318566450970632,0.5238095238095238,0.5,0.5,0.5
Australian Open,2010/01/19,Hard,Blake J.,45.0,Clement A.,55.0,1,0.5,0.3333333333333333,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.5833333333333334,0.5,0.5,0.5,0.5
Australian Open,2010/01/19,Hard,Soderling R.,8.0,Granollers M.,113.0,0,0.7464788732394366,0.43636363636363634,0.5,0.3076923076923077,0.5,0.4,0.5,0.2,0.5,0.2692307692307692,0.5,0.0,0.4,0.0,0.6,0.6,0.6,0.6,0.6550576184379001,0.5961538461538461,0.55,0.65,0.6153846153846154
Australian Open,2010/01/19,Hard,Kohlschreiber P.,26.0,Zeballos H.,50.0,1,0.5405405405405406,0.352112676056338,0.55,0.5,0.4594594594594595,0.5,0.47058823529411764,0.5,0.5238095238095238,0.5,0.75,1.0,0.875,1.0,0.6,0.6,0.6,0.6,0.5942139322421013,0.525,0.4797297297297297,0.4852941176470588,0.5119047619047619
Australian Open,2010/01/19,Hard,Gicquel M.,57.0,Bolelli S.,98.0,1,0.4,0.375,0.5,0.3333333333333333,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.5125,0.5833333333333334,0.5,0.5,0.5
Australian Open,2010/01/19,Hard,Federer R.,1.0,Andreev I.,37.0,1,0.8476190476190476,0.39473684210526316,0.875,0.5,0.8596491228070176,0.5,0.8529411764705882,0.5,0.8045977011494253,0.5,1.0,1.0,0.8333333333333334,1.0,0.6,0.6,0.6,0.6,0.7264411027568922,0.6875,0.6798245614035088,0.6764705882352942,0.6522988505747127
Australian Open,2010/01/19,Hard,Zverev M.,78.0,Kubot L.,86.0,0,0.4140625,0.34177215189873417,0.5,0.375,0.14285714285714285,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.6,0.6,0.6,0.6,0.5361451740506329,0.5625,0.3214285714285714,0.5,0.5
Australian Open,2010/01/19,Hard,Troicki V.,30.0,Lapentti N.,94.0,1,0.5230769230769231,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.75,1.0,0.6,0.6,0.6,0.6,0.5115384615384615,0.55,0.5,0.5,0.5
Australian Open,2010/01/19,Hard,Robredo T.,16.0,Giraldo S.,114.0,0,0.5294117647058824,0.3816793893129771,0.5833333333333334,0.38461538461538464,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.0,0.6,0.6,0.6,0.6,0.5738661876964526,0.5993589743589743,0.5,0.5,0.5
Australian Open,2010/01/19,Hard,Ram R.,84.0,Koubek S.,134.0,0,0.3150684931506849,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.4,0.0,0.6,0.6,0.6,0.6,0.40753424657534243,0.5,0.5,0.5,0.5
Australian Open,2010/01/19,Hard,Koellerer D.,73.0,Veic A.,224.0,0,0.5,0.3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.4,0.0,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5
Australian Open,2010/01/19,Hard,Monaco J.,33.0,Gulbis E.,82.0,1,0.49122807017543857,0.5128205128205128,0.3333333333333333,0.14285714285714285,0.5,0.25,0.5,0.36363636363636365,0.5,0.4166666666666667,0.8,0.6666666666666666,0.6666666666666666,0.5,0.6,0.6,0.6,0.6,0.4892037786774629,0.5952380952380952,0.625,0.5681818181818181,0.5416666666666666
Australian Open,2010/01/19,Hard,Marchenko I.,119.0,Moya C.,509.0,1,0.4,0.5,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.45,0.375,0.5,0.5,0.5
Australian Open,2010/01/19,Hard,Haas T.,17.0,Greul S.,61.0,1,0.5566037735849056,0.38461538461538464,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.75,1.0,0.6,0.6,0.6,0.6,0.5859941944847605,0.5,0.5,0.5,0.5
Australian Open,2010/01/19,Hard,Tsonga J.W.,10.0,Stakhovsky S.,62.0,1,0.6892307692307692,0.43373493975903615,0.75,0.36363636363636365,0.6458333333333334,0.3333333333333333,0.6774193548387096,0.5,0.6081081081081081,0.5,1.0,1.0,0.9230769230769231,1.0,0.6,0.6,0.6,0.6,0.6277479147358666,0.6931818181818181,0.65625,0.5887096774193548,0.5540540540540541
Australian Open,2010/01/19,Hard,Baghdatis M.,31.0,Lorenzi P.,83.0,1,0.5769230769230769,0.35454545454545455,0.5882352941176471,0.2222222222222222,0.5714285714285714,0.4,0.5,0.625,0.5,0.5,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6111888111888112,0.6830065359477124,0.5857142857142856,0.4375,0.5
Australian Open,2010/01/19,Hard,Tipsarevic J.,36.0,Harrison R.,341.0,1,0.5909090909090909,0.4473684210526316,0.6363636363636364,0.35714285714285715,0.4117647058823529,0.3,0.375,0.25,0.45454545454545453,0.35,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.5717703349282297,0.6396103896103896,0.5558823529411765,0.5625,0.5522727272727272
Australian Open,2010/01/19,Hard,Ferrero J.C.,23.0,Dodig I.,185.0,0,0.46153846153846156,0.47586206896551725,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.4,0.0,0.6,0.6,0.6,0.6,0.4928381962864722,0.5,0.5,0.5,0.5
Australian Open,2010/01/19,Hard,Llodra M.,72.0,Vassallo-Arguello M.,96.0,1,0.4946236559139785,0.5,0.4444444444444444,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.49731182795698925,0.4722222222222222,0.5,0.5,0.5
Australian Open,2010/01/19,Hard,Falla A.,77.0,Daniel M.,88.0,1,0.35051546391752575,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.4252577319587629,0.5,0.5,0.5,0.5
Australian Open,2010/01/19,Hard,Fognini F.,56.0,Dent T.,79.0,0,0.484304932735426,0.391304347826087,0.4117647058823529,0.5,0.5714285714285714,0.5,0.5,0.5,0.4918032786885246,0.5,0.0,0.0,0.0,0.0,0.6,0.6,0.6,0.6,0.5465002924546696,0.45588235294117646,0.5357142857142857,0.5,0.4959016393442623
Australian Open,2010/01/19,Hard,Hajek J.,92.0,Ginepri R.,99.0,1,0.16129032258064516,0.3235294117647059,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.41888045540796964,0.5,0.5,0.5,0.5
Australian Open,2010/01/19,Hard,Hanescu V.,47.0,Chela J.I.,76.0,1,0.29508196721311475,0.3333333333333333,0.2857142857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.4808743169398907,0.39285714285714285,0.5,0.5,0.5
Australian Open,2010/01/19,Hard,Becker B.,38.0,Zemlja G.,169.0,1,0.38125,0.4375,0.4166666666666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,1.0,0.6,0.6,0.6,0.6,0.471875,0.45833333333333337,0.5,0.5,0.5
Australian Open,2010/01/19,Hard,Youzhny M.,20.0,Gasquet R.,52.0,1,0.5402843601895735,0.636085626911315,0.5,0.6521739130434783,0.5,0.5,0.5,0.5,0.5,0.5,0.2857142857142857,0.16666666666666666,0.29411764705882354,1.0,0.6,0.6,0.6,0.6,0.45209936663912925,0.42391304347826086,0.5,0.5,0.5
Australian Open,2010/01/19,Hard,Hewitt L.,22.0,Hocevar R.,194.0,1,0.4942528735632184,0.5,0.46153846153846156,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.49712643678160917,0.4807692307692308,0.5,0.5,0.5
Australian Open,2010/01/19,Hard,Chiudinelli M.,58.0,Matosevic M.,180.0,1,0.2857142857142857,0.41904761904761906,0.5,0.14285714285714285,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.75,1.0,0.6,0.6,0.6,0.6,0.43333333333333335,0.6785714285714286,0.5,0.5,0.5
Australian Open,2010/01/19,Hard,Starace P.,63.0,Robert S.,104.0,0,0.3142857142857143,0.3508771929824561,0.5,0.46153846153846156,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.6,0.6,0.6,0.6,0.4817042606516291,0.5192307692307692,0.5,0.5,0.5
Australian Open,2010/01/19,Hard,Rochus C.,85.0,Young D.,195.0,0,0.0,0.44559585492227977,0.5,0.38461538461538464,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.25,0.0,0.6,0.6,0.6,0.6,0.2772020725388601,0.5576923076923077,0.5,0.5,0.5
Australian Open,2010/01/19,Hard,Djokovic N.,3.0,Gimeno-Traver D.,74.0,1,0.876993166287016,0.27419354838709675,0.9285714285714286,0.14285714285714285,0.8666666666666667,0.5,0.8571428571428571,0.5,0.8295454545454546,0.5,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.8013998089499597,0.8928571428571429,0.6833333333333333,0.6785714285714286,0.6647727272727273
Australian Open,2010/01/19,Hard,Berrer M.,66.0,Vliegen K.,112.0,1,0.40425531914893614,0.14285714285714285,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6306990881458967,0.5,0.5,0.5,0.5
Australian Open,2010/01/19,Hard,Chardy J.,34.0,Istomin D.,103.0,0,0.4779116465863454,0.4660633484162896,0.47368421052631576,0.47368421052631576,0.5185185185185185,0.23076923076923078,0.5517241379310345,0.2857142857142857,0.5185185185185185,0.25,0.5,0.5,0.4,0.0,0.6,0.6,0.6,0.6,0.5059241490850279,0.5,0.6438746438746439,0.6330049261083743,0.6342592592592593
Australian Open,2010/01/19,Hard,Almagro N.,25.0,Malisse X.,93.0,1,0.528169014084507,0.44565217391304346,0.6842105263157895,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.6,1.0,0.6,0.6,0.6,0.6,0.5412584200857318,0.5921052631578947,0.5,0.5,0.5
Australian Open,2010/01/20,Hard,Gonzalez F.,11.0,Ilhan M.,154.0,1,0.45454545454545453,0.20588235294117646,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.624331550802139,0.5,0.5,0.5,0.5
Australian Open,2010/01/20,Hard,Roddick A.,7.0,Bellucci T.,35.0,1,0.7155172413793104,0.3902439024390244,0.8,0.3333333333333333,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.662636669470143,0.7333333333333334,0.5,0.5,0.5
Australian Open,2010/01/20,Hard,Berdych T.,21.0,Korolev E.,53.0,0,0.6859296482412061,0.5,0.7777777777777778,0.5,0.5714285714285714,0.5,0.6,0.5,0.5636363636363636,0.5,0.0,0.0,0.0,0.0,0.6,0.6,0.6,0.6,0.592964824120603,0.6388888888888888,0.5357142857142857,0.55,0.5318181818181817
Australian Open,2010/01/20,Hard,Lopez F.,46.0,Schuettler R.,107.0,1,0.5072992700729927,0.2857142857142857,0.5652173913043478,0.5,0.48,0.5,0.4666666666666667,0.5,0.46511627906976744,0.5,1.0,1.0,0.75,1.0,0.6,0.6,0.6,0.6,0.6107924921793535,0.5326086956521738,0.49,0.48333333333333334,0.4825581395348837
Australian Open,2010/01/20,Hard,Kohlschreiber P.,26.0,Odesnik W.,89.0,1,0.5405405405405406,0.29411764705882354,0.55,0.5,0.4594594594594595,0.5,0.47058823529411764,0.5,0.5238095238095238,0.5,1.0,1.0,0.75,1.0,0.6,0.6,0.6,0.6,0.6232114467408585,0.525,0.4797297297297297,0.4852941176470588,0.5119047619047619
Australian Open,2010/01/20,Hard,Nadal R.,2.0,Lacko L.,75.0,1,0.80625,0.3945578231292517,0.8444444444444444,0.5,0.8909090909090909,0.5,0.92,0.5,0.8923076923076924,0.5,1.0,1.0,0.8888888888888888,1.0,0.6,0.6,0.6,0.6,0.7058460884353741,0.6722222222222223,0.6954545454545454,0.71,0.6961538461538461
Australian Open,2010/01/20,Hard,Isner J.,28.0,Sorensen L.,284.0,1,0.6512820512820513,0.5,0.6190476190476191,0.5,0.6304347826086957,0.5,0.6,0.5,0.5979381443298969,0.5,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.5756410256410256,0.5595238095238095,0.5652173913043479,0.55,0.5489690721649485
Australian Open,2010/01/20,Hard,Ljubicic I.,24.0,Golubev A.,131.0,1,0.5757575757575758,0.34328358208955223,0.5714285714285714,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.8333333333333334,1.0,0.6,0.6,0.6,0.6,0.6162369968340118,0.5357142857142857,0.5,0.5,0.5
Australian Open,2010/01/20,Hard,Wawrinka S.,19.0,Kunitsyn I.,100.0,1,0.6730158730158731,0.2962962962962963,0.7567567567567568,0.5,0.62,0.5,0.6363636363636364,0.5,0.6022727272727273,0.5,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6883597883597884,0.6283783783783784,0.56,0.5681818181818181,0.5511363636363636
Australian Open,2010/01/20,Hard,Monfils G.,12.0,Veic A.,224.0,1,0.6996699669966997,0.3,0.6666666666666666,0.5,0.6851851851851852,0.5,0.7317073170731707,0.5,0.6481481481481481,0.5,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6998349834983498,0.5833333333333333,0.5925925925925926,0.6158536585365854,0.5740740740740741
Australian Open,2010/01/20,Hard,Troicki V.,30.0,Mayer F.,60.0,0,0.5230769230769231,0.4676258992805755,0.6,0.5384615384615384,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.0,0.6,0.6,0.6,0.6,0.5277255118981738,0.5307692307692308,0.5,0.5,0.5
Australian Open,2010/01/20,Hard,Serra F.,64.0,Nieminen J.,132.0,1,0.2978723404255319,0.5146198830409356,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.4,1.0,0.6,0.6,0.6,0.6,0.39162622869229813,0.5,0.5,0.5,0.5
Australian Open,2010/01/20,Hard,Del Potro J.M.,5.0,Blake J.,45.0,1,0.7427536231884058,0.5,0.6842105263157895,0.5,0.6666666666666666,0.5,0.5,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.5555555555555556,1.0,0.6,0.6,0.6,0.6,0.6213768115942029,0.5921052631578947,0.5833333333333333,0.5,0.5
Australian Open,2010/01/20,Hard,Karlovic I.,39.0,Benneteau J.,43.0,1,0.5336134453781513,0.5297029702970297,0.55,0.5333333333333333,0.44,0.5,0.47368421052631576,0.5,0.5102040816326531,0.5,1.0,1.0,0.75,1.0,0.6,0.6,0.6,0.6,0.5019552375405607,0.5083333333333333,0.47,0.48684210526315785,0.5051020408163265
Australian Open,2010/01/20,Hard,Murray A.,4.0,Gicquel M.,57.0,1,0.7716763005780347,0.4,0.8125,0.5,0.5882352941176471,0.5,0.5882352941176471,0.5,0.5333333333333333,0.5,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6858381502890174,0.65625,0.5441176470588236,0.5441176470588236,0.5166666666666666
Australian Open,2010/01/20,Hard,Cilic M.,14.0,Tomic B.,289.0,1,0.6445086705202312,0.535,0.7333333333333333,0.6666666666666666,0.5365853658536586,0.35,0.5357142857142857,0.4,0.5466666666666666,0.391304347826087,0.75,0.75,0.6923076923076923,1.0,1.0,1.0,1.0,1.0,0.5547543352601156,0.5333333333333333,0.5932926829268292,0.5678571428571428,0.5776811594202899
